QID_2022,Action,Argument,,,,,,,,,,,,
socio4qde,,socio4qde,Summary data: Simon will prepare a file with socio1 and all socio4 columns,,,,,Please select the range of your (gross) salary,,,,,,
socio4qnl,,socio4qnl,Summary data: Simon will prepare a file with socio1 and all socio4 columns,,,,,Please select the range of your (gross) salary,,,,,,
socio4quk,,socio4quk,Summary data: Simon will prepare a file with socio1 and all socio4 columns,,,,,Please select the range of your (gross) salary,,,,,,
socio4qus,,socio4qus,Summary data: Simon will prepare a file with socio1 and all socio4 columns,,,,,Please select the range of your (gross) salary,,,,,,
socio4qzaf,,socio4qzaf,Summary data: Simon will prepare a file with socio1 and all socio4 columns,,,,,Please select the range of your (gross) salary,,,,,,
socio4qnzl,,socio4qnzl,Summary data: Simon will prepare a file with socio1 and all socio4 columns,,,,,Please select the range of your (gross) salary,,,,,,
socio4qaus,,socio4qaus,Summary data: Simon will prepare a file with socio1 and all socio4 columns,,,,,Please select the range of your (gross) salary,,,,,,
socio10deqde,Ignore,,,,,,,Please select your remuneration group according to your collective bargaining agreement,,,,,,
socio11ausnzlqnzl,Ignore,,,,,,,What is the category of your pay-scale?,,,,,,
socio11ausnzlqnzl[other],Ignore,,,,,,,What is the category of your pay-scale? [Other],,,,,,
socio11ausnzlqaus,Ignore,,,,,,,What is the category of your pay-scale?,,,,,,
socio11ausnzlqaus[other],Ignore,,,,,,,What is the category of your pay-scale? [Other],,,,,,
socio12ausnzlqnzl,Ignore,,,,,,,What is your academic pay-level?,,,,,,
socio12ausnzlqnzl[other],Ignore,,,,,,,What is your academic pay-level? [Other],,,,,,
socio12ausnzlqaus,Ignore,,,,,,,What is your academic pay-level?,,,,,,
socio12ausnzlqaus[other],Ignore,,,,,,,What is your academic pay-level? [Other],,,,,,
socio13ausnzlqnzl,Ignore,,,,,,,What is your pay-level?,,,,,,
socio13ausnzlqnzl[other],Ignore,,,,,,,What is your pay-level? [Other],,,,,,
socio13ausnzlqaus,Ignore,,,,,,,What is your pay-level?,,,,,,
socio13ausnzlqaus[other],Ignore,,,,,,,What is your pay-level? [Other],,,,,,
socio14ausnzlqnzl,Ignore,,,,,,,What is your government pay-level?,,,,,,
socio14ausnzlqaus,Ignore,,,,,,,What is your government pay-level?,,,,,,
ukrse1,SearchReplace,ukrse1\.,Belgium: be-rse,"org, @rse_be",Germany: de-rse,"org, @RSE_de",Netherlands: nl-rse,"Are you a member of any of the following associations of Research Software Engineers (called ""Research Software Developers"" in Canada)?  Australia/New Zealand: @rse_aunz",Nordic: nordic-rse,"org, @nordic_rse",UK: society-rse,"org, @ResearchSoftEng",USA: us-rse,"org, @us_rse"
org1can,,org1can,,,,,,Would you be interested in joining such an organisation?,,,,,,
org2can[SQ001],SearchReplace,org2can\..*\[Networking\],,,,,,What would you hope to get out of such an organisation (check all that apply)? [Networking],,,,,,
org2can[SQ002],SearchReplace,org2can\..*\[Research collaborations\],,,,,,What would you hope to get out of such an organisation (check all that apply)? [Research collaborations],,,,,,
org2can[SQ003],SearchReplace,org2can\..*\[Training\],,,,,,What would you hope to get out of such an organisation (check all that apply)? [Training],,,,,,
org2can[SQ004],SearchReplace,org2can\..*\[Research software standards and interoperability definition\],,,,,,What would you hope to get out of such an organisation (check all that apply)? [Research software standards and interoperability definition],,,,,,
org2can[SQ005],SearchReplace,org2can\..*\[Job opportunities\],,,,,,What would you hope to get out of such an organisation (check all that apply)? [Job opportunities],,,,,,
org2can[other],Ignore,,,,,,,What would you hope to get out of such an organisation (check all that apply)? [Other],,,,,,
org3us,Ignore,,,,,,,What specific activities or forums would you like to see your national association provide?,,,,,,
org4us,Ignore,,,,,,,What would a national organization need to provide in order for you to pay membership dues?,,,,,,
org5us,Ignore,,,,,,,How much would you be willing to pay as an annual membership fee to join a national association?,,,,,,
tool2,,tool2,,,,,,Which operating system do you primarily use for development?,,,,,,
tool2[other],Ignore,,,,,,,Which operating system do you primarily use for development? [Other],,,,,,
tool4can[SQ001],SearchReplace,tool4can\..*Assembly,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Assembly],,,,,,
tool4can[SQ002],SearchReplace,tool4can\..*\[C\],Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [C],,,,,,
tool4can[SQ003],SearchReplace,tool4can\..*\[C#\],Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [C#],,,,,,
tool4can[SQ004],SearchReplace,tool4can\..*\[C\+\+\],Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [C++],,,,,,
tool4can[SQ005],SearchReplace,tool4can\..*Clojure,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Clojure],,,,,,
tool4can[SQ006],SearchReplace,tool4can\..*CoffeeScript,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [CoffeeScript],,,,,,
tool4can[SQ007],SearchReplace,tool4can\..*Common Lisp,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Common Lisp],,,,,,
tool4can[SQ008],SearchReplace,tool4can\..*Dart,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Dart],,,,,,
tool4can[SQ009],SearchReplace,tool4can\..*Elixir,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Elixir],,,,,,
tool4can[SQ010],SearchReplace,tool4can\..*Erlang,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Erlang],,,,,,
tool4can[SQ011],SearchReplace,tool4can\..*\[F#\],Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [F#],,,,,,
tool4can[SQ012],SearchReplace,tool4can\..*Fortran,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Fortran],,,,,,
tool4can[SQ013],SearchReplace,tool4can\..*Go,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Go],,,,,,
tool4can[SQ014],SearchReplace,tool4can\..*Groovy,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Groovy],,,,,,
tool4can[SQ015],SearchReplace,tool4can\..*Hack,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Hack],,,,,,
tool4can[SQ016],SearchReplace,tool4can\..*Haskell,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Haskell],,,,,,
tool4can[SQ017],SearchReplace,tool4can\..*\[Java\],Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Java],,,,,,
tool4can[SQ018],SearchReplace,tool4can\..*JavaScript,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [JavaScript],,,,,,
tool4can[SQ019],SearchReplace,tool4can\..*Julia,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Julia],,,,,,
tool4can[SQ020],SearchReplace,tool4can\..*Lua,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Lua],,,,,,
tool4can[SQ021],SearchReplace,tool4can\..*Matlab,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Matlab],,,,,,
tool4can[SQ022],SearchReplace,tool4can\..*Objective-C,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Objective-C],,,,,,
tool4can[SQ023],SearchReplace,tool4can\..*Perl,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Perl],,,,,,
tool4can[SQ024],SearchReplace,tool4can\..*PHP,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [PHP],,,,,,
tool4can[SQ025],SearchReplace,tool4can\..*Python,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Python],,,,,,
tool4can[SQ026],SearchReplace,tool4can\..*\[R\],Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [R],,,,,,
tool4can[SQ027],SearchReplace,tool4can\..*Ruby,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Ruby],,,,,,
tool4can[SQ028],SearchReplace,tool4can\..*Rust,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Rust],,,,,,
tool4can[SQ029],SearchReplace,tool4can\..*Scala,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Scala],,,,,,
tool4can[SQ030],SearchReplace,tool4can\..*Smalltalk,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Smalltalk],,,,,,
tool4can[SQ031],SearchReplace,tool4can\..*SQL,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [SQL],,,,,,
tool4can[SQ032],SearchReplace,tool4can\..*Swift,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Swift],,,,,,
tool4can[SQ033],SearchReplace,tool4can\..*TypeScript,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [TypeScript],,,,,,
tool4can[SQ034],SearchReplace,tool4can\..*VB.NET,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [VB.NET],,,,,,
tool4can[SQ035],SearchReplace,tool4can\..*VBA,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [VBA],,,,,,
tool4can[SQ036],SearchReplace,tool4can\..*Visual Basic,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply. [Visual Basic],,,,,,
tool4can[other],Ignore,,Multiple choice question,,,,,What programming languages do you use at work? Please select all that apply,,,,,,
tool5can[SQ001],SearchReplace,tool5can\..*Compute Canada HPC,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Compute Canada HPC],,,,,,
tool5can[SQ002],SearchReplace,tool5can\..*University compute centre,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [University compute centre],,,,,,
tool5can[SQ003],SearchReplace,tool5can\..*Other HPC,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other HPC],,,,,,
tool5can[SQ004],SearchReplace,tool5can\..*Cloud,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Cloud],,,,,,
tool5can[SQ005],SearchReplace,tool5can\..*Stand-alone server\(s\),Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Stand-alone server(s)],,,,,,
tool5can[SQ006],SearchReplace,tool5can\..*Laptop\/desktop,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Laptop/desktop],,,,,,
tool5can[SQ007],SearchReplace,tool5can\..*Mobile,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Mobile],,,,,,
tool5can[SQ009],Ignore,tool5can\..*GPU,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [GPU],,,,,,
tool5can[SQ008],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other],,,,,,
tool5[SQ003],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [HPC],,,,,,
tool5[SQ004],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Cloud],,,,,,
tool5[SQ005],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Stand-alone server(s)],,,,,,
tool5[SQ006],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Laptop/desktop],,,,,,
tool5[SQ007],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Mobile],,,,,,
tool5[SQ009],Ignore,,Multiple choice question,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [GPU],,,,,,
tool5[SQ008],Ignore,,,,,,,On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other],,,,,,
ukrse3,SearchReplace,ukrse3,,,,,,How did you learn the skills you need to become a Research Software Engineer / Research Software Developer?,,,,,,
ukrse12de,,ukrse12de,,,,,,Would you like to attend a conference about software development in academia?,,,,,,
skill2,,skill2,,,,,,What three skills would you like to acquire or improve to help your work as a Research Software Engineer / Research Software Developer? The skills can be technical and non-technical,,,,,,
interviewtime,Delete,,,,,,,,,,,,,
groupTime1563,Delete,,,,,,,,,,,,,
socio1Time,Delete,,,,,,,,,,,,,
rse1Time,Delete,,,,,,,,,,,,,
edu1qdeTime,Delete,,,,,,,,,,,,,
edu1qnlTime,Delete,,,,,,,,,,,,,
edu1qusTime,Delete,,,,,,,,,,,,,
edu1qukTime,Delete,,,,,,,,,,,,,
edu1qnzlTime,Delete,,,,,,,,,,,,,
edu1qcanTime,Delete,,,,,,,,,,,,,
edu1qausTime,Delete,,,,,,,,,,,,,
edu1qnordTime,Delete,,,,,,,,,,,,,
edu1qworldTime,Delete,,,,,,,,,,,,,
edu2Time,Delete,,,,,,,,,,,,,
edu2qausTime,Delete,,,,,,,,,,,,,
edu4Time,Delete,,,,,,,,,,,,,
rse4deTime,Delete,,,,,,,,,,,,,
rse3Time,Delete,,,,,,,,,,,,,
soft2canTime,Delete,,,,,,,,,,,,,
soft1canTime,Delete,,,,,,,,,,,,,
likert0Time,Delete,,,,,,,,,,,,,
likert1Time,Delete,,,,,,,,,,,,,
groupTime1564,Delete,,,,,,,,,,,,,
currentEmp1Time,Delete,,,,,,,,,,,,,
currentEmp1qdeTime,Delete,,,,,,,,,,,,,
currentEmp1nlTime,Delete,,,,,,,,,,,,,
currentEmp2qarTime,Delete,,,,,,,,,,,,,
currentEmp2qdeTime,Delete,,,,,,,,,,,,,
currentEmp2qnlTime,Delete,,,,,,,,,,,,,
currentEmp2qukTime,Delete,,,,,,,,,,,,,
currentEmp2qusTime,Delete,,,,,,,,,,,,,
currentEmp2qzafTime,Delete,,,,,,,,,,,,,
currentEmp2qnzlTime,Delete,,,,,,,,,,,,,
currentEmp2qausTime,Delete,,,,,,,,,,,,,
currentEmp2qnorTime,Delete,,,,,,,,,,,,,
currentEmp2qfinTime,Delete,,,,,,,,,,,,,
currentEmp2qsweTime,Delete,,,,,,,,,,,,,
currentEmp20deqdeTime,Delete,,,,,,,,,,,,,
currentEmp21deqdeTime,Delete,,,,,,,,,,,,,
currentEmp22deqdeTime,Delete,,,,,,,,,,,,,
currentEmp23deqdeTime,Delete,,,,,,,,,,,,,
currentEmp24deqdeTime,Delete,,,,,,,,,,,,,
currentEmp20qusTime,Delete,,,,,,,,,,,,,
currentEmp5Time,Delete,,,,,,,,,,,,,
currentEmp6Time,Delete,,,,,,,,,,,,,
currentEmp60Time,Delete,,,,,,,,,,,,,
currentEmp12Time,Delete,,,,,,,,,,,,,
currentEmp9Time,Delete,,,,,,,,,,,,,
currentEmp10Time,Delete,,,,,,,,,,,,,
currentEmp11Time,Delete,,,,,,,,,,,,,
currentEmp13Time,Delete,,,,,,,,,,,,,
currentEmp13qausTime,Delete,,,,,,,,,,,,,
groupTime1565,Delete,,,,,,,,,,,,,
prevEmp1Time,Delete,,,,,,,,,,,,,
prevEmp1qdeTime,Delete,,,,,,,,,,,,,
prevEmp2Time,Delete,,,,,,,,,,,,,
groupTime1566,Delete,,,,,,,,,,,,,
currentWork1Time,Delete,,,,,,,,,,,,,
currentWork2Time,Delete,,,,,,,,,,,,,
paper2modTime,Delete,,,,,,,,,,,,,
conf1canTime,Delete,,,,,,,,,,,,,
conf2canTime,Delete,,,,,,,,,,,,,
proj1canTime,Delete,,,,,,,,,,,,,
proj2canTime,Delete,,,,,,,,,,,,,
proj7canTime,Delete,,,,,,,,,,,,,
proj8canTime,Delete,,,,,,,,,,,,,
stability1Time,Delete,,,,,,,,,,,,,
stability2Time,Delete,,,,,,,,,,,,,
proj4canTime,Delete,,,,,,,,,,,,,
proj5canTime,Delete,,,,,,,,,,,,,
open1canTime,Delete,,,,,,,,,,,,,
likert2Time,Delete,,,,,,,,,,,,,
open3deTime,Delete,,,,,,,,,,,,,
open1deTime,Delete,,,,,,,,,,,,,
proj5zafTime,Delete,,,,,,,,,,,,,
proj6zafTime,Delete,,,,,,,,,,,,,
train2Time,Delete,,,,,,,,,,,,,
train3Time,Delete,,,,,,,,,,,,,
fund2Time,Delete,,,,,,,,,,,,,
fund1canTime,Delete,,,,,,,,,,,,,
groupTime1567,Delete,,,,,,,,,,,,,
proj6ukTime,Delete,,,,,,,,,,,,,
groupTime1568,Delete,,,,,,,,,,,,,
likert4Time,Delete,,,,,,,,,,,,,
turnOver3Time,Delete,,,,,,,,,,,,,
turnOver6Time,Delete,,,,,,,,,,,,,
likert5Time,Delete,,,,,,,,,,,,,
likert3Time,Delete,,,,,,,,,,,,,
groupTime1569,Delete,,,,,,,,,,,,,
socio2Time,Delete,,,,,,,,,,,,,
socio20Time,Delete,,,,,,,,,,,,,
socio5qukTime,Delete,,,,,,,,,,,,,
socio5qusTime,Delete,,,,,,,,,,,,,
socio5usqusTime,Delete,,,,,,,,,,,,,
disa1Time,Delete,,,,,,,,,,,,,
socio3Time,Delete,,,,,,,,,,,,,
socio4qdeTime,Delete,,,,,,,,,,,,,
socio4qnlTime,Delete,,,,,,,,,,,,,
socio4qukTime,Delete,,,,,,,,,,,,,
socio4qusTime,Delete,,,,,,,,,,,,,
socio4qzafTime,Delete,,,,,,,,,,,,,
socio4qnzlTime,Delete,,,,,,,,,,,,,
socio4qausTime,Delete,,,,,,,,,,,,,
socio10deqdeTime,Delete,,,,,,,,,,,,,
socio11ausnzlqnzlTime,Delete,,,,,,,,,,,,,
socio11ausnzlqausTime,Delete,,,,,,,,,,,,,
socio12ausnzlqnzlTime,Delete,,,,,,,,,,,,,
socio12ausnzlqausTime,Delete,,,,,,,,,,,,,
socio13ausnzlqnzlTime,Delete,,,,,,,,,,,,,
socio13ausnzlqausTime,Delete,,,,,,,,,,,,,
socio14ausnzlqnzlTime,Delete,,,,,,,,,,,,,
socio14ausnzlqausTime,Delete,,,,,,,,,,,,,
groupTime1570,Delete,,,,,,,,,,,,,
ukrse1Time,Delete,,,,,,,,,,,,,
org1canTime,Delete,,,,,,,,,,,,,
org2canTime,Delete,,,,,,,,,,,,,
org3usTime,Delete,,,,,,,,,,,,,
org4usTime,Delete,,,,,,,,,,,,,
org5usTime,Delete,,,,,,,,,,,,,
tool2Time,Delete,,,,,,,,,,,,,
tool4canTime,Delete,,,,,,,,,,,,,
tool5canTime,Delete,,,,,,,,,,,,,
tool5Time,Delete,,,,,,,,,,,,,
ukrse3Time,Delete,,,,,,,,,,,,,
ukrse12deTime,Delete,,,,,,,,,,,,,
skill2Time,Delete,,,,,,,,,,,,,